Name,Country,Net_Worth_Billions,Source_of_Wealth,Wealth_Type,Generation_of_Wealth,Age_Became_Billionaire,Education_Level,Company_Founded,Philanthropy_Level
Rutger Arnhult,Thailand,93.63,Retail,Self-Made,Second Generation,32,Master’s,No,High
Anthony Casalena,USA,58.4,Energy,Self-Made,First Generation,50,Master’s,No,Low
Sasson Dayan & family,USA,14.31,Real Estate,Inherited,Multi-Generational,25,Master’s,No,Medium
Anand Deshpande,Switzerland,3.19,Real Estate,Self-Made,First Generation,31,None,Yes,Medium
Marvy Finger,UK,83.5,Manufacturing,Inherited,Multi-Generational,25,None,No,Low
Adam Foroughi,India,27.03,Tech,Self-Made,Second Generation,43,PhD,Yes,Low
He Zuxun,USA,30.16,Retail,Inherited,Multi-Generational,18,Bachelor’s,No,Medium
David Hoffmann,Thailand,78.64,Retail,Self-Made,Second Generation,38,Dropout,No,Low
Jiang Guiting & family,India,46.67,Tech,Inherited,Second Generation,18,PhD,No,Low
Rajeev Juneja,Germany,49.06,Tech,Inherited,Multi-Generational,25,Master’s,No,Medium
Koon Poh Ming,Germany,46.66,Media,Self-Made,First Generation,42,Master’s,Yes,Medium
Yuri Kovalchuk & family,Saudi Arabia,8.42,Media,Inherited,Multi-Generational,27,Bachelor’s,No,High
Li Ruiqiang,Germany,42.68,Finance,Inherited,Second Generation,34,Master’s,No,Low
Satyanarayan Nuwal,Switzerland,96.71,Tech,Self-Made,First Generation,28,Dropout,Yes,Medium
Riju Raveendran,India,77.17,Media,Inherited,Multi-Generational,29,Master’s,No,Low
Richard Saghian,Japan,55.14,Energy,Self-Made,Second Generation,31,Bachelor’s,Yes,Medium
Alexander Sixt,Thailand,83.18,Energy,Self-Made,Second Generation,28,Bachelor’s,Yes,Low
Konstantin Sixt,Saudi Arabia,83.73,Tech,Inherited,Second Generation,23,Bachelor’s,No,Medium
Carmen Thyssen,UK,18.61,Real Estate,Self-Made,First Generation,44,None,No,Medium
Jianyi Wang,Brazil,71.63,Media,Inherited,Second Generation,34,Dropout,No,Medium
Xu Gang,India,60.07,Finance,Inherited,Second Generation,23,Master’s,No,Medium
Yanqiao Ye,India,83.5,Energy,Self-Made,First Generation,36,Bachelor’s,Yes,Low
Peng Zhao,UK,32.23,Energy,Self-Made,Second Generation,39,Master’s,Yes,Medium
Zheng Zhiguo,India,35.15,Manufacturing,Self-Made,First Generation,38,Master’s,No,Low
Zong Yanmin,Saudi Arabia,15.7,Retail,Self-Made,First Generation,27,PhD,Yes,Low
Betty Ang,India,91.87,Finance,Inherited,Multi-Generational,24,Master’s,No,High
Christian Angermayer,Japan,66.08,Energy,Self-Made,First Generation,27,Bachelor’s,Yes,Medium
Stephane Bonvin,UK,35.67,Finance,Inherited,Second Generation,19,Bachelor’s,No,Medium
Ashok Boob,Brazil,33.93,Energy,Self-Made,First Generation,26,Bachelor’s,Yes,Low
Chang Kuo-Cheng,Switzerland,12.56,Manufacturing,Self-Made,Second Generation,45,Bachelor’s,Yes,Low
David Girouard,Thailand,3.3,Media,Self-Made,First Generation,30,Dropout,Yes,High
Sven Hagströmer,Germany,97.66,Manufacturing,Self-Made,Second Generation,35,Bachelor’s,Yes,Low
Rameshchandra Jain,USA,20.32,Tech,Self-Made,First Generation,25,Master’s,Yes,Low
Laurent Junique,Saudi Arabia,49.79,Tech,Self-Made,First Generation,36,Bachelor’s,No,Low
Shirley Kao,Japan,50.67,Tech,Inherited,Multi-Generational,31,Bachelor’s,No,Medium
Carsten Koerl,Japan,23.51,Retail,Self-Made,First Generation,54,Master’s,Yes,Medium
John Krystynak,Saudi Arabia,96.09,Media,Self-Made,Multi-Generational,40,PhD,Yes,Low
John Kusuma,India,76.74,Media,Self-Made,Second Generation,48,Bachelor’s,Yes,High
Hartono Kweefanus,Germany,89.48,Manufacturing,Self-Made,Second Generation,31,None,Yes,High
Kristo Käärmann,USA,98.57,Media,Self-Made,First Generation,35,Master’s,No,Medium
Lee Sang-ryul,Thailand,45.57,Tech,Self-Made,First Generation,51,Master’s,Yes,High
Lee Seung-gun,UK,91.03,Real Estate,Self-Made,Multi-Generational,47,Bachelor’s,Yes,Low
Park Kwan-ho,USA,25.74,Real Estate,Self-Made,Second Generation,36,Bachelor’s,Yes,Low
George Pedersen & family,Japan,7.48,Manufacturing,Inherited,Multi-Generational,35,Bachelor’s,No,Medium
David Peñaloza Alanís,Japan,39.03,Tech,Inherited,Multi-Generational,37,Bachelor’s,No,High
Leonid Radvinsky,Thailand,25.29,Media,Self-Made,First Generation,48,Master’s,Yes,Low
Dasari Uday Kumar Reddy,Brazil,92.72,Finance,Inherited,Multi-Generational,26,Master’s,No,Medium
Devi Shetty,UK,40.49,Real Estate,Inherited,Multi-Generational,21,Master’s,No,Medium
Stefania Triva,Germany,71.74,Finance,Self-Made,Multi-Generational,31,Bachelor’s,Yes,Medium
Maria Grace Uy,Brazil,94.98,Retail,Inherited,Second Generation,36,Dropout,No,High
Wim van der Leegte & family,India,46.75,Real Estate,Inherited,Multi-Generational,20,Bachelor’s,No,Medium
Wu Peifu & family,UK,12.62,Energy,Self-Made,First Generation,31,Bachelor’s,No,High
Zhang Tianyu,Switzerland,50.65,Tech,Inherited,Multi-Generational,39,PhD,No,Medium
Caspar Callerström,Japan,64.46,Manufacturing,Self-Made,Multi-Generational,26,Master’s,Yes,Medium
Gabriel Escarrer & family,Switzerland,14.94,Retail,Self-Made,First Generation,50,Bachelor’s,Yes,High
Richard Fairbank,India,63.71,Tech,Self-Made,Second Generation,38,Dropout,Yes,Low
Mustafa Hamied,USA,42.21,Manufacturing,Self-Made,Second Generation,30,Dropout,Yes,Medium
Han Arming Hanafia,Japan,52.57,Energy,Self-Made,First Generation,45,Master’s,No,Medium
Huang Xu,Brazil,88.47,Manufacturing,Self-Made,Multi-Generational,51,Bachelor’s,Yes,Medium
Subba Rao Jasti,Germany,50.09,Finance,Self-Made,First Generation,45,Master’s,No,Medium
Andrew Karam,USA,33.54,Finance,Inherited,Second Generation,19,Bachelor’s,No,Medium
Harry Klagsbrun,Thailand,13.31,Energy,Self-Made,First Generation,39,Bachelor’s,Yes,Medium
Suresh Krishna,Thailand,5.53,Finance,Self-Made,Second Generation,54,Dropout,Yes,Medium
Li Shui-po,Switzerland,12.91,Retail,Inherited,Multi-Generational,19,Bachelor’s,No,Medium
Liu Chengyu & family,Thailand,96.65,Media,Inherited,Second Generation,33,Bachelor’s,No,Medium
Jeffrey Michael & family,Japan,15.75,Manufacturing,Self-Made,First Generation,29,Bachelor’s,Yes,Medium
Soichiro Minami,Germany,91.12,Energy,Self-Made,Multi-Generational,30,Bachelor’s,Yes,Medium
Erik Must,UK,68.84,Manufacturing,Self-Made,Second Generation,35,PhD,No,Medium
Qian Xiaojun,UK,88.63,Energy,Inherited,Second Generation,29,Bachelor’s,No,Low
Shao Zengming,Switzerland,25.22,Retail,Inherited,Multi-Generational,40,PhD,No,Medium
Ashok Soota,India,85.31,Media,Self-Made,Second Generation,28,Bachelor’s,Yes,High
Venu Srinivasan,Japan,8.76,Real Estate,Self-Made,First Generation,32,Bachelor’s,Yes,High
Pongsak Viddayakorn,USA,59.51,Finance,Self-Made,First Generation,48,Bachelor’s,Yes,Low
Wang Linxiang,Japan,9.49,Energy,Self-Made,Second Generation,32,Dropout,Yes,High
Richard Warke,UK,7.7,Media,Self-Made,First Generation,36,Bachelor’s,No,Medium
Wu Chaoqun,Japan,27.3,Finance,Self-Made,Second Generation,40,None,No,High
Franziska Wuerbser,UK,27.34,Tech,Inherited,Second Generation,26,None,No,Low
Xia Xinde,Saudi Arabia,28.18,Finance,Inherited,Multi-Generational,40,None,No,Low
Yan Jane & family,Germany,6.59,Real Estate,Self-Made,First Generation,51,Master’s,Yes,Low
Vlad Yatsenko,Switzerland,58.6,Energy,Self-Made,Second Generation,27,Master’s,Yes,Low
Yoshiaki Yoshida,USA,1.94,Media,Self-Made,Second Generation,37,Bachelor’s,No,Medium
Zeng Weixiong,Germany,13.13,Real Estate,Inherited,Second Generation,34,PhD,No,Medium
Zhang Fangliang,India,26.96,Real Estate,Self-Made,Multi-Generational,49,PhD,Yes,Medium
Baoshen Zhong,Switzerland,64.72,Real Estate,Self-Made,First Generation,25,Dropout,Yes,Medium
Roy Chi Ping Chung,Brazil,36.99,Tech,Inherited,Multi-Generational,33,Bachelor’s,No,High
Doug Clarke,UK,34.22,Finance,Inherited,Second Generation,40,Bachelor’s,No,Medium
Fu Gang,UK,42.89,Energy,Inherited,Multi-Generational,31,Bachelor’s,No,Low
Nari Genomal,Brazil,19.18,Media,Inherited,Second Generation,38,Bachelor’s,No,High
Ramesh Genomal,Brazil,58.73,Real Estate,Self-Made,First Generation,38,Master’s,No,High
Sunder Genomal,India,30.64,Manufacturing,Inherited,Multi-Generational,31,PhD,No,Low
Huang Jinxiang & family,Thailand,35.82,Energy,Inherited,Second Generation,21,PhD,No,High
Bent Jensen & Family,Germany,69.85,Manufacturing,Self-Made,First Generation,37,Master’s,No,Medium
Marcelo Kalim,USA,17.71,Energy,Self-Made,First Generation,38,Master’s,No,Medium
Ke Yunfeng & family,Switzerland,81.18,Tech,Inherited,Second Generation,24,None,No,Low
Ken Kendrick,Saudi Arabia,19.7,Real Estate,Self-Made,Multi-Generational,34,Dropout,No,Low
Liu Quan,Japan,21.35,Real Estate,Self-Made,First Generation,31,Bachelor’s,No,Medium
Scott Nuttall,Thailand,95.27,Retail,Self-Made,Second Generation,38,Master’s,Yes,High
Adrian Paval,UK,5.21,Tech,Inherited,Second Generation,35,Bachelor’s,No,Medium
Grant Petty,Switzerland,9.92,Manufacturing,Self-Made,Second Generation,34,Bachelor’s,No,High
Qiu Zixin,Saudi Arabia,58.67,Finance,Inherited,Second Generation,26,Master’s,No,High
Jupally Rameshwar Rao,Brazil,17.59,Media,Self-Made,First Generation,35,None,Yes,Low
Michael Rees,Switzerland,95.05,Finance,Self-Made,First Generation,55,Bachelor’s,Yes,Medium
Mark Rein,UK,79.39,Finance,Self-Made,First Generation,45,PhD,Yes,Low
Dhruv Sawhney,Switzerland,96.8,Finance,Self-Made,Second Generation,43,Master’s,Yes,Medium
Stephan Schnabel,Thailand,61.12,Tech,Self-Made,First Generation,55,Bachelor’s,Yes,Medium
Ramesh Chandra Sharma,Brazil,51.76,Retail,Self-Made,First Generation,54,Dropout,No,High
Jeff Sprecher,Japan,1.4,Finance,Inherited,Multi-Generational,32,Bachelor’s,No,Low
Joseph Steinberg,Germany,75.36,Manufacturing,Self-Made,Second Generation,40,Bachelor’s,No,Medium
Bhawari Bai Surana,UK,25.29,Energy,Self-Made,Second Generation,30,Bachelor’s,Yes,Medium
Masaru Tange,India,39.94,Real Estate,Self-Made,First Generation,34,Bachelor’s,Yes,High
Dennis Anthony Uy,USA,75.77,Real Estate,Self-Made,First Generation,34,Bachelor’s,Yes,Low
Shigefumi Wada & family,Thailand,36.85,Retail,Self-Made,First Generation,39,Master’s,No,Low
"Richard Yuengling, Jr. & family",Switzerland,94.26,Tech,Self-Made,Second Generation,36,Bachelor’s,Yes,Medium
Kapeng Zhang,India,66.53,Finance,Inherited,Second Generation,37,Bachelor’s,No,Low
Zhou Wen & family,Saudi Arabia,50.72,Tech,Inherited,Second Generation,38,Master’s,No,Medium
Charles Koch & family,USA,6.48,Real Estate,Self-Made,Second Generation,37,Bachelor’s,Yes,Medium
Rob Walton & family,Saudi Arabia,17.55,Finance,Self-Made,First Generation,55,Dropout,Yes,Low
Mark Mateschitz,Switzerland,96.65,Manufacturing,Self-Made,Multi-Generational,34,Dropout,No,Low
Rafaela Aponte-Diamant,UK,29.37,Real Estate,Self-Made,Multi-Generational,45,Bachelor’s,Yes,Low
Colin Huang,UK,5.36,Media,Self-Made,First Generation,29,PhD,Yes,Low
Andrew Forrest & family,Thailand,53.24,Retail,Self-Made,Second Generation,27,Dropout,No,Medium
Eric Li,Japan,80.38,Media,Self-Made,Second Generation,49,Bachelor’s,Yes,Medium
Beate Heister,India,29.61,Energy,Self-Made,First Generation,50,Dropout,Yes,High
Sky Xu,Thailand,81.25,Real Estate,Self-Made,First Generation,47,Master’s,No,Medium
Vinod Adani,Saudi Arabia,59.28,Energy,Self-Made,First Generation,51,Bachelor’s,Yes,Low
"Jacques Saadé, Jr.",Saudi Arabia,41.34,Real Estate,Self-Made,Second Generation,33,None,Yes,Medium
Tanya Saadé Zeenny,Brazil,29.13,Media,Self-Made,Second Generation,44,None,Yes,Low
Rick Cohen & family,India,43.41,Finance,Self-Made,First Generation,50,Bachelor’s,No,Medium
Ding Shizhong,Thailand,37.82,Media,Self-Made,Second Generation,51,Dropout,Yes,Low
Li Shuirong & family,Saudi Arabia,96.94,Finance,Inherited,Second Generation,21,Dropout,No,High
Philip Ng,Thailand,22.34,Finance,Inherited,Multi-Generational,26,Bachelor’s,No,Low
Ma Jianrong,UK,45.04,Retail,Inherited,Second Generation,29,Master’s,No,High
Robert Ng,Switzerland,10.27,Manufacturing,Self-Made,Second Generation,32,None,Yes,Low
Arthur Dantchik,Thailand,40.15,Energy,Self-Made,Second Generation,35,Bachelor’s,No,Medium
Rohiqa Cyrus Mistry,Brazil,12.21,Energy,Self-Made,Second Generation,48,Bachelor’s,No,Low
Shapoor Mistry,Saudi Arabia,82.36,Finance,Self-Made,Second Generation,45,Bachelor’s,No,High
Alejandro Baillères Gual & family,Switzerland,23.62,Energy,Self-Made,First Generation,29,PhD,Yes,Low
Annette Lerner & family,UK,54.36,Media,Inherited,Multi-Generational,31,Bachelor’s,No,Medium
Sunil Mittal,USA,62.84,Real Estate,Inherited,Multi-Generational,25,None,No,Medium
Maria Angelicoussis,Japan,85.64,Retail,Inherited,Second Generation,36,Bachelor’s,No,Medium
Lynda Resnick,Thailand,57.84,Tech,Self-Made,First Generation,44,None,Yes,Medium
Stewart Resnick,Japan,86.18,Retail,Self-Made,First Generation,29,None,Yes,Low
Robert Faith,UK,61.05,Energy,Self-Made,First Generation,52,PhD,No,Medium
Rekha Jhunjhunwala,Germany,84.53,Media,Inherited,Second Generation,30,Dropout,No,Medium
Alexander Gerko,Saudi Arabia,17.99,Manufacturing,Self-Made,First Generation,51,None,No,Low
Doug Meijer & family,Japan,38.35,Retail,Inherited,Second Generation,20,Bachelor’s,No,High
Hank Meijer & family,UK,30.05,Media,Inherited,Multi-Generational,31,Dropout,No,Medium
Mark Meijer & family,India,20,Real Estate,Inherited,Multi-Generational,35,Bachelor’s,No,Medium
Xue Min,USA,53.18,Tech,Self-Made,First Generation,30,Bachelor’s,No,Low
Xu Jinfu & family,Japan,50.89,Energy,Self-Made,Multi-Generational,46,Bachelor’s,Yes,Low
Qian Dongqi,Brazil,62.34,Finance,Self-Made,Multi-Generational,25,None,No,Medium
Ian Livingstone,Saudi Arabia,10.98,Finance,Self-Made,First Generation,52,Dropout,No,Medium
Richard Livingstone,India,24.58,Real Estate,Self-Made,First Generation,27,Bachelor’s,Yes,High
Dewi Kam,India,74.86,Energy,Self-Made,Second Generation,31,Dropout,No,Low
Elisabeth DeLuca & family,Germany,4.88,Retail,Inherited,Second Generation,31,None,No,High
Rajan Mittal,Switzerland,80.98,Retail,Self-Made,Second Generation,34,None,Yes,Medium
Rakesh Mittal,Switzerland,67.65,Real Estate,Inherited,Multi-Generational,31,PhD,No,Low
"Bernard Saul, II. & family",USA,5.99,Retail,Self-Made,First Generation,48,Dropout,Yes,Medium
Somurai Jaruphnit,India,14.31,Finance,Self-Made,Second Generation,32,Bachelor’s,No,High
Ruan Hongliang,Switzerland,77.78,Finance,Self-Made,First Generation,40,None,Yes,Low
Rahul Bhatia,India,97.62,Real Estate,Inherited,Multi-Generational,19,Master’s,No,Low
Su Qingcan,Brazil,81.97,Retail,Self-Made,First Generation,54,None,Yes,Medium
Elizabeth Uihlein,Brazil,74.95,Energy,Self-Made,First Generation,50,None,Yes,Medium
Richard Uihlein,Japan,47.97,Media,Inherited,Multi-Generational,25,Dropout,No,High
Hayes Barnard,Saudi Arabia,47.05,Finance,Inherited,Multi-Generational,33,Bachelor’s,No,Low
Rajiv Bajaj,Saudi Arabia,40.88,Manufacturing,Self-Made,Second Generation,28,Dropout,Yes,Medium
Sanjiv Bajaj,Japan,11.09,Finance,Self-Made,Second Generation,42,Master’s,No,Medium
Nicolas D'Ieteren,Saudi Arabia,68.08,Energy,Inherited,Multi-Generational,34,Master’s,No,Low
Jerry Speyer & family,India,66,Finance,Inherited,Second Generation,22,Master’s,No,Low
Wang Junlin & family,Germany,26.6,Retail,Inherited,Second Generation,24,Dropout,No,Low
Rocco Basilico,UK,78.63,Energy,Self-Made,First Generation,48,Dropout,No,Medium
Claudio Del Vecchio,Thailand,98.37,Real Estate,Self-Made,First Generation,28,Bachelor’s,Yes,High
Clemente Del Vecchio,Japan,83.44,Manufacturing,Inherited,Second Generation,25,Dropout,No,Medium
Leonardo Maria Del Vecchio,UK,26.87,Real Estate,Inherited,Second Generation,22,Dropout,No,Low
Luca Del Vecchio,Japan,48.07,Media,Self-Made,First Generation,45,Bachelor’s,Yes,Medium
Marisa Del Vecchio,UK,12.34,Retail,Self-Made,Second Generation,46,Bachelor’s,Yes,Medium
Paola Del Vecchio,Switzerland,38.43,Retail,Inherited,Second Generation,31,Bachelor’s,No,Medium
Fan Daidi,USA,19.12,Finance,Self-Made,Multi-Generational,47,Bachelor’s,Yes,Medium
Nicoletta Zampillo,Japan,19.14,Media,Self-Made,First Generation,37,Bachelor’s,No,Medium
Robert Johnson,Japan,99.74,Tech,Self-Made,First Generation,46,Bachelor’s,No,High
Shen Neil,India,97.09,Media,Self-Made,First Generation,40,Bachelor’s,No,High
Geoffrey Palmer,USA,94.9,Real Estate,Inherited,Second Generation,28,Bachelor’s,No,Medium
Hilton Schlosberg & family,USA,98.07,Energy,Inherited,Multi-Generational,22,Bachelor’s,No,Medium
Lynn Schusterman & family,Japan,20.1,Tech,Inherited,Second Generation,22,Dropout,No,Low
Harald Tschira,USA,27.58,Finance,Self-Made,Second Generation,39,Master’s,No,Low
Udo Tschira,Germany,13.89,Tech,Inherited,Second Generation,23,Bachelor’s,No,Medium
Catheline Perier D'Ieteren,USA,85.73,Manufacturing,Self-Made,First Generation,54,Dropout,Yes,Medium
Stephen Deckoff,Japan,13.22,Real Estate,Self-Made,First Generation,36,Bachelor’s,Yes,Low
"Roy Carroll, II.",UK,45.55,Media,Self-Made,Second Generation,38,Bachelor’s,Yes,Medium
Eleanor Butt Crook & family,USA,66.86,Energy,Inherited,Multi-Generational,20,Bachelor’s,No,Low
Lee Yeow Chor,UK,32.6,Energy,Self-Made,First Generation,31,Master’s,No,Medium
Madhur Bajaj,Germany,78.81,Tech,Self-Made,First Generation,39,Master’s,Yes,Medium
Niraj Bajaj,USA,76.95,Tech,Self-Made,First Generation,54,Bachelor’s,Yes,Medium
Shekhar Bajaj,Thailand,62.92,Real Estate,Self-Made,First Generation,52,PhD,No,High
Maggie Hardy,Brazil,94.64,Finance,Inherited,Second Generation,31,Bachelor’s,No,Low
Nithin Kamath,USA,21.45,Real Estate,Self-Made,Second Generation,26,PhD,No,Low
Timm Oberwelland,Saudi Arabia,90.14,Real Estate,Inherited,Second Generation,25,Bachelor’s,No,High
Gianfelice Rocca,Switzerland,44.1,Real Estate,Inherited,Second Generation,26,Dropout,No,Medium
Paolo Rocca,USA,5.39,Retail,Self-Made,First Generation,27,Master’s,No,High
Wayne Rothbaum,Brazil,27.56,Media,Self-Made,Second Generation,37,Bachelor’s,Yes,Low
Raj Sardana,Japan,44.43,Media,Self-Made,First Generation,45,Bachelor’s,Yes,Low
Zhu Yi,Thailand,45.1,Retail,Inherited,Second Generation,37,None,No,Medium
Jurgen Wirtgen,USA,52.61,Manufacturing,Self-Made,First Generation,32,Master’s,No,Medium
Stefan Wirtgen,Germany,71.24,Real Estate,Inherited,Second Generation,31,Master’s,No,Low
Andrew Cherng,Saudi Arabia,25.59,Finance,Self-Made,Second Generation,30,Master’s,No,Low
Peggy Cherng,India,74.33,Real Estate,Self-Made,First Generation,36,Dropout,No,Low
Samuel Chen,Brazil,42.17,Tech,Inherited,Second Generation,38,Master’s,No,Medium
Li Hua,Thailand,97.66,Manufacturing,Self-Made,First Generation,34,PhD,No,Medium
Augusto Perfetti,Brazil,57.54,Real Estate,Self-Made,Multi-Generational,47,Bachelor’s,No,Medium
Stefan Soloviev,Japan,97.76,Tech,Self-Made,First Generation,26,Bachelor’s,No,Medium
Tom Ford,India,95.13,Retail,Inherited,Multi-Generational,20,Bachelor’s,No,Low
Jeffrey Soffer,UK,49.33,Manufacturing,Self-Made,First Generation,50,Dropout,Yes,Medium
Wu Kai,India,84.35,Media,Self-Made,First Generation,39,None,Yes,Medium
Olivier Bouygues,Switzerland,1.69,Retail,Self-Made,First Generation,25,Bachelor’s,Yes,Low
Gao Xingjiang,Brazil,44.21,Finance,Self-Made,Multi-Generational,36,Bachelor’s,Yes,Low
Kamal Ghaffarian,India,50.69,Media,Self-Made,First Generation,28,Dropout,Yes,Low
Andrei Krivenko,India,81.49,Media,Self-Made,First Generation,43,Master’s,Yes,Low
Barbara Tyson,UK,96.09,Tech,Self-Made,Multi-Generational,42,Bachelor’s,No,Medium
Zhang Ning,Saudi Arabia,90.91,Media,Self-Made,First Generation,26,Dropout,Yes,High
Rajiv Jain,Switzerland,95.51,Finance,Self-Made,First Generation,33,Bachelor’s,No,High
Alexander Mamut & family,USA,97.82,Retail,Self-Made,Multi-Generational,41,Bachelor’s,Yes,Low
Zygmunt Solorz,UK,63.69,Media,Inherited,Multi-Generational,38,Dropout,No,Medium
Michal Strnad,Germany,77.61,Media,Self-Made,First Generation,25,Master’s,No,Medium
Larry Tanenbaum,Thailand,94.47,Finance,Self-Made,First Generation,32,Master’s,Yes,Low
