Name,"Education_Status (Educated, Dropout, Self-Taught)","Highest_Degree (Bachelor’s, Master’s, PhD, None)",Graduation_Year,University_Name,Field_of_Study,Startup_Founded (Yes/No),Industry,Age_First_Million
Xie Weitong,Dropout,None,,No Formal University,None,Yes,Telecom,45
Yang Yunyun,Dropout,None,,No Formal University,None,No,Media,33
Ye Yanqiao,Educated,PhD,1962.0,Harvard University,Engineering,No,Telecom,31
Zeng Chaoyi,Educated,Master’s,1973.0,University of Oxford,Engineering,Yes,Media,25
Chen Kaichen,Educated,Bachelor’s,1984.0,University of Tokyo,History,No,Manufacturing,33
Chen Qiongxiang,Self-Taught,None,,No Formal University,None,No,Real Estate,43
Chen Xuehua,Educated,Bachelor’s,1988.0,ETH Zurich,History,No,Tech,35
Ryan Cohen,Dropout,None,,No Formal University,None,Yes,Finance,40
Ding Lieming & family,Self-Taught,None,,No Formal University,None,No,Telecom,45
Jorge Feffer & family,Self-Taught,None,,No Formal University,None,Yes,Tech,32
Henrik Fisker,Educated,Bachelor’s,1986.0,MIT,None,Yes,Real Estate,24
Geeta Gupta-Fisker,Educated,PhD,1973.0,Stanford University,Business,Yes,Media,42
Heikki Herlin,Educated,Bachelor’s,2010.0,Stanford University,Business,Yes,Telecom,45
Huang Zhengcong,Dropout,None,,No Formal University,None,Yes,Manufacturing,26
Yintai Jiang & family,Educated,PhD,1992.0,Harvard University,Engineering,Yes,Tech,31
Robert Langer,Self-Taught,None,,No Formal University,None,No,Manufacturing,24
Manuel Lao Hernández,Self-Taught,None,,No Formal University,None,No,Media,29
Liu Yingqi,Educated,Bachelor’s,1964.0,University of Oxford,Law,No,Media,44
David Mindus,Educated,Bachelor’s,1978.0,University of Oxford,History,Yes,Finance,43
Zugen Ni,Self-Taught,None,,No Formal University,None,No,Finance,31
Kentaro Ogawa,Educated,Bachelor’s,1980.0,Harvard University,None,Yes,Media,30
Pan Gang,Self-Taught,None,,No Formal University,None,No,Retail,26
Shen Hua & family,Educated,PhD,1997.0,No Formal University,Law,Yes,Retail,37
Barry Silbert,Educated,Bachelor’s,2007.0,No Formal University,None,Yes,Finance,39
Weijie Sun,Dropout,None,,No Formal University,None,No,Real Estate,32
Tung Ching Bor,Self-Taught,None,,No Formal University,None,Yes,Finance,40
Wang Qinghua,Educated,Master’s,1992.0,Harvard University,Business,No,Retail,26
Wang Xuechao,Educated,PhD,1962.0,No Formal University,History,No,Finance,29
Wang Yiran,Dropout,None,,No Formal University,None,Yes,Finance,31
Chaoqun Wu,Dropout,None,,No Formal University,None,No,Media,45
Yingming Wu,Self-Taught,None,,No Formal University,None,No,Media,30
Xie Bingkun & family,Educated,Bachelor’s,1969.0,Harvard University,Business,Yes,Real Estate,25
Yang Lijuan,Educated,Bachelor’s,2012.0,University of Tokyo,Law,Yes,Retail,34
Keqiang Zhang,Self-Taught,None,,No Formal University,None,No,Manufacturing,42
Zhang Shilong & family,Dropout,None,,No Formal University,None,No,Telecom,45
Xiaojuan Zhang,Educated,Bachelor’s,1980.0,MIT,Engineering,Yes,Media,27
Ulrike Baro,Self-Taught,None,,No Formal University,None,No,Media,24
Chen Baohua,Self-Taught,None,,No Formal University,None,No,Telecom,36
Xianbao Chen & family,Dropout,None,,No Formal University,None,No,Tech,27
Chen Xiaohui,Educated,Bachelor’s,2009.0,No Formal University,Law,No,Finance,36
Tim Draper,Educated,Master’s,1979.0,Harvard University,Law,No,Real Estate,30
John Foley,Educated,Bachelor’s,1984.0,ETH Zurich,Engineering,Yes,Real Estate,24
Huang Wenbiao,Self-Taught,None,,No Formal University,None,Yes,Retail,28
Huh Jae-myung,Dropout,None,,No Formal University,None,No,Real Estate,35
Arvind Lal,Dropout,None,,No Formal University,None,No,Manufacturing,26
Gary Lauder,Educated,Master’s,2006.0,University of Tokyo,None,No,Manufacturing,23
Vladimir Litvinenko & family,Educated,Master’s,1961.0,No Formal University,Business,No,Manufacturing,43
Liu Xiucai & family,Educated,Bachelor’s,1981.0,No Formal University,Business,Yes,Retail,22
Lu Zongjun,Educated,Bachelor’s,1993.0,No Formal University,Computer Science,Yes,Real Estate,28
Jerry Moyes & family,Educated,Master’s,1980.0,University of Tokyo,None,No,Real Estate,30
Michael Polsky,Dropout,None,,No Formal University,None,No,Finance,43
P.V. Krishna Reddy,Dropout,None,,No Formal University,None,No,Real Estate,36
Prathap Reddy,Educated,Bachelor’s,1998.0,University of Oxford,Law,No,Retail,30
Ren Jinsheng & family,Educated,PhD,1997.0,ETH Zurich,None,Yes,Finance,38
Matthew Roszak,Educated,PhD,1990.0,Stanford University,None,No,Telecom,26
Vinod Saraf,Educated,Bachelor’s,1963.0,ETH Zurich,Engineering,Yes,Telecom,26
Sun Yonghui,Educated,Bachelor’s,1964.0,No Formal University,Law,No,Telecom,37
Fernando Trajano,Educated,Bachelor’s,1991.0,Harvard University,Law,Yes,Tech,31
August Troendle,Educated,PhD,1983.0,Harvard University,Business,No,Media,39
Wang Huiwen,Educated,Master’s,1962.0,MIT,Engineering,Yes,Media,35
Wenbiao Wang,Self-Taught,None,,No Formal University,None,Yes,Finance,40
Wang Zelong,Self-Taught,None,,No Formal University,None,Yes,Finance,22
Wang Zhentao & family,Self-Taught,None,,No Formal University,None,No,Manufacturing,39
Wen Yilong,Educated,PhD,1977.0,Stanford University,History,No,Retail,37
Wu Zhenxing,Self-Taught,None,,No Formal University,None,Yes,Real Estate,39
Gang Xu,Educated,Bachelor’s,1989.0,No Formal University,Economics,Yes,Media,24
Dasheng Yi,Educated,Bachelor’s,2009.0,Harvard University,Business,Yes,Tech,31
Yuan Zhimin & family,Educated,Bachelor’s,1986.0,No Formal University,Law,Yes,Retail,30
Zeng Chaolin,Educated,Bachelor’s,1967.0,No Formal University,None,No,Finance,40
Ziv Aviram,Educated,Bachelor’s,1975.0,University of Tokyo,Economics,Yes,Manufacturing,23
Cai Hao & family,Dropout,None,,No Formal University,None,No,Retail,23
Liying Chen,Educated,Bachelor’s,2006.0,University of Tokyo,None,No,Tech,44
Keith Dunleavy & family,Dropout,None,,No Formal University,None,Yes,Finance,36
Fang Zhancheng,Dropout,None,,No Formal University,None,No,Finance,39
Lloyd Frink,Self-Taught,None,,No Formal University,None,Yes,Manufacturing,25
He Ningning,Self-Taught,None,,No Formal University,None,Yes,Retail,42
Chengzhong Hu,Educated,PhD,1996.0,No Formal University,Law,Yes,Finance,35
Huang Jian,Dropout,None,,No Formal University,None,No,Real Estate,42
Huang Weibin,Educated,Bachelor’s,2015.0,Stanford University,Computer Science,No,Retail,28
Christine Knauf,Educated,Bachelor’s,2007.0,ETH Zurich,Computer Science,No,Tech,36
Karl Knauf,Dropout,None,,No Formal University,None,No,Retail,22
Liang Qin & family,Educated,Bachelor’s,1983.0,No Formal University,Law,Yes,Finance,23
Liang Yaoming,Educated,Master’s,1966.0,University of Tokyo,None,Yes,Manufacturing,23
Liu Hua,Educated,Master’s,1983.0,No Formal University,None,No,Media,29
Xuejing Liu & family,Dropout,None,,No Formal University,None,No,Retail,39
Rongfu Lu,Educated,Bachelor’s,1974.0,Stanford University,Engineering,No,Finance,29
Antonio Marcegaglia,Educated,Bachelor’s,1970.0,Stanford University,Business,Yes,Tech,26
Emma Marcegaglia,Self-Taught,None,,No Formal University,None,No,Retail,23
Ilson Mateus & family,Educated,PhD,1974.0,MIT,Business,No,Media,44
John Ocampo,Dropout,None,,No Formal University,None,Yes,Finance,34
Qian Jinghong,Educated,PhD,2011.0,University of Tokyo,Business,Yes,Manufacturing,28
Amnon Shashua,Dropout,None,,No Formal University,None,Yes,Finance,27
Nobutoshi Shimamura,Educated,Bachelor’s,1970.0,University of Tokyo,Law,Yes,Tech,39
Ruiqing Tan,Educated,Master’s,2007.0,University of Tokyo,History,Yes,Tech,26
Itaru Tanimura,Self-Taught,None,,No Formal University,None,No,Media,30
Gisele Trajano,Educated,PhD,1963.0,University of Oxford,None,No,Media,41
Jianfeng Wang & family,Educated,PhD,1999.0,University of Tokyo,Computer Science,Yes,Tech,25
Junjin Wang,Educated,PhD,1985.0,Stanford University,Economics,No,Real Estate,31
Mingwang Wang,Educated,Bachelor’s,1964.0,Harvard University,Law,Yes,Manufacturing,30
Wang Xiaoshen,Dropout,None,,No Formal University,None,Yes,Real Estate,32
Werner O. Weber,Dropout,None,,No Formal University,None,Yes,Manufacturing,26
Drorit Wertheim,Educated,Bachelor’s,2004.0,Stanford University,Economics,No,Retail,29
Wu Po Sum,Dropout,None,,No Formal University,None,Yes,Real Estate,30
Zheng Hong & family,Educated,Bachelor’s,2014.0,University of Tokyo,History,No,Retail,34
Inigo Zobel,Educated,PhD,2004.0,Harvard University,Computer Science,No,Tech,36
Sanjay Agarwal,Self-Taught,None,,No Formal University,None,Yes,Tech,22
Nerio Alessandri,Educated,Bachelor’s,2007.0,University of Tokyo,Business,No,Media,26
Ryuji Arai,Educated,Bachelor’s,2005.0,Harvard University,Economics,No,Telecom,29
Chris Britt,Self-Taught,None,,No Formal University,None,No,Tech,32
Rafal Brzoska,Educated,Bachelor’s,2009.0,Stanford University,Economics,Yes,Retail,29
Cao Xiaochun,Dropout,None,,No Formal University,None,Yes,Manufacturing,36
Cho Jyh-jer,Educated,Master’s,2000.0,Stanford University,Business,No,Manufacturing,26
Chu Jian,Educated,Master’s,2015.0,Stanford University,Engineering,Yes,Manufacturing,39
Tim Cook,Educated,PhD,2000.0,No Formal University,History,No,Telecom,39
Feng Chenhui,Dropout,None,,No Formal University,None,Yes,Telecom,22
Feng Yi,Educated,Master’s,1991.0,Harvard University,Law,No,Telecom,34
Michael Heine,Self-Taught,None,,No Formal University,None,Yes,Finance,29
Dawen Huang,Dropout,None,,No Formal University,None,No,Retail,25
Huang Shan,Educated,Master’s,1963.0,Stanford University,Business,No,Telecom,39
Conni Jonsson,Dropout,None,,No Formal University,None,No,Retail,23
Zbigniew Juroszek & family,Self-Taught,None,,No Formal University,None,No,Telecom,38
Peter Kelly,Dropout,None,,No Formal University,None,No,Telecom,38
Guangwei Liang,Educated,PhD,1994.0,Stanford University,None,No,Telecom,35
Liu Jilu & family,Dropout,None,,No Formal University,None,No,Finance,34
Ma Renhe,Dropout,None,,No Formal University,None,Yes,Telecom,38
Deepak Mehta,Educated,Bachelor’s,2002.0,University of Tokyo,None,Yes,Retail,31
Ulrike Meister,Self-Taught,None,,No Formal University,None,No,Telecom,33
Lidiya Mikhailova & family,Educated,Master’s,1970.0,University of Tokyo,Engineering,Yes,Finance,33
Alan Miller & family,Educated,Bachelor’s,1971.0,MIT,History,No,Finance,31
Bob Muglia,Educated,Master’s,1972.0,University of Tokyo,None,No,Finance,42
George Alexander Muthoot,Educated,PhD,1970.0,No Formal University,Engineering,Yes,Retail,24
George Jacob Muthoot,Educated,Master’s,1998.0,Harvard University,None,Yes,Manufacturing,44
George Thomas Muthoot,Dropout,None,,No Formal University,None,No,Finance,44
Qiu Minxiu,Educated,Bachelor’s,1985.0,Harvard University,Business,No,Media,23
Penny Sanford,Self-Taught,None,,No Formal University,None,No,Real Estate,28
Ilya Scherbovich,Educated,Bachelor’s,1978.0,ETH Zurich,Economics,Yes,Telecom,29
Shao Xiaofeng,Dropout,None,,No Formal University,None,Yes,Telecom,24
Shi Xu,Educated,Bachelor’s,2008.0,Stanford University,Computer Science,Yes,Finance,27
Tang Zhuang,Educated,Bachelor’s,1965.0,University of Tokyo,Engineering,No,Media,22
Masaru Wasami,Dropout,None,,No Formal University,None,No,Tech,38
Whitney Wolfe Herd,Educated,Bachelor’s,1962.0,MIT,Law,No,Real Estate,25
Wu Yonghua,Self-Taught,None,,No Formal University,None,No,Media,23
Xiong Jun & family,Educated,Bachelor’s,1968.0,University of Oxford,Business,Yes,Telecom,38
Xu Guangfu & family,Dropout,None,,No Formal University,None,No,Tech,22
Yeh Kuo-I,Educated,Bachelor’s,1971.0,Stanford University,Business,No,Tech,36
Yu Bangping & family,Self-Taught,None,,No Formal University,None,Yes,Media,29
Yu Jinkun & family,Dropout,None,,No Formal University,None,Yes,Media,28
Patrick Zalupski,Dropout,None,,No Formal University,None,Yes,Tech,42
Zhang Gongyun,Self-Taught,None,,No Formal University,None,No,Retail,44
Chengjian Zhou,Educated,Bachelor’s,1968.0,Stanford University,History,Yes,Real Estate,33
Zhou Xiayun & family,Educated,PhD,1967.0,ETH Zurich,Engineering,No,Finance,36
Zhu Tao,Educated,PhD,1993.0,MIT,Law,No,Media,23
Anant Asavabhokhin,Educated,Master’s,2010.0,MIT,Computer Science,No,Finance,41
Shay Banon,Self-Taught,None,,No Formal University,None,No,Real Estate,24
Christian Bertermann,Educated,PhD,1966.0,University of Tokyo,Computer Science,No,Tech,24
Kejian Cao,Self-Taught,None,,No Formal University,None,No,Manufacturing,41
Chen Gang,Educated,Bachelor’s,2004.0,Stanford University,Economics,Yes,Retail,39
Ronald Clarke,Educated,Bachelor’s,2009.0,MIT,Economics,No,Finance,29
Carl DeSantis,Educated,Bachelor’s,1981.0,No Formal University,Engineering,No,Manufacturing,30
Mathias Doepfner,Educated,Master’s,1960.0,Stanford University,Business,No,Media,39
Premchand Godha,Educated,Bachelor’s,2013.0,No Formal University,Engineering,No,Manufacturing,40
Lance Gokongwei,Educated,Master’s,1971.0,Stanford University,Computer Science,No,Telecom,44
Jaroslav Hascak & family,Educated,Master’s,1960.0,University of Tokyo,Business,Yes,Manufacturing,32
Hu Xiaojun & family,Dropout,None,,No Formal University,None,No,Real Estate,45
Shanbing Huang & family,Self-Taught,None,,No Formal University,None,Yes,Tech,34
Huang Yimeng,Dropout,None,,No Formal University,None,Yes,Retail,40
Kazutoshi Kobayashi,Dropout,None,,No Formal University,None,Yes,Manufacturing,29
Masanori Kobayashi,Educated,Bachelor’s,2003.0,University of Oxford,Economics,No,Real Estate,42
Takao Kobayashi,Dropout,None,,No Formal University,None,Yes,Retail,29
Hakan Koc,Educated,PhD,1993.0,MIT,Business,Yes,Real Estate,23
Fengluan Li,Educated,Bachelor’s,1994.0,No Formal University,Law,No,Real Estate,30
Lin Jie & family,Self-Taught,None,,No Formal University,None,No,Finance,43
Lou Guoqiang,Self-Taught,None,,No Formal University,None,Yes,Real Estate,39
Lu Shenglin,Self-Taught,None,,No Formal University,None,Yes,Retail,43
Lu Zhilin,Educated,Master’s,1993.0,MIT,None,Yes,Tech,26
Bill Malhotra,Educated,PhD,1970.0,University of Tokyo,None,Yes,Tech,38
Jorge Mas,Educated,Bachelor’s,1989.0,ETH Zurich,None,No,Tech,31
Ulrich Mommert & family,Self-Taught,None,,No Formal University,None,No,Real Estate,35
Taichiro Motoe,Educated,PhD,1974.0,ETH Zurich,Engineering,No,Retail,35
Mou Jinxiang,Educated,Bachelor’s,1961.0,University of Oxford,Law,No,Telecom,28
Udo Mueller,Educated,Bachelor’s,2004.0,No Formal University,Economics,Yes,Finance,45
Chamath Palihapitiya,Educated,Bachelor’s,2014.0,University of Oxford,Computer Science,No,Media,24
Qin Qingping & family,Dropout,None,,No Formal University,None,No,Manufacturing,42
Qiu Dongxu,Educated,Bachelor’s,1992.0,No Formal University,Business,Yes,Real Estate,37
Rao Wei & family,Dropout,None,,No Formal University,None,No,Finance,31
James Scapa,Dropout,None,,No Formal University,None,Yes,Telecom,38
Kavita Singhania,Dropout,None,,No Formal University,None,No,Real Estate,22
Ronald Slabke,Dropout,None,,No Formal University,None,No,Media,42
Mike Speiser,Educated,Bachelor’s,2002.0,ETH Zurich,Business,Yes,Finance,25
Sergei Sudarikov,Dropout,None,,No Formal University,None,Yes,Retail,42
Nutchamai Thanombooncharoen & family,Self-Taught,None,,No Formal University,None,No,Media,44
Thomas von Koch,Dropout,None,,No Formal University,None,No,Telecom,45
Wan Feng & family,Educated,Bachelor’s,1973.0,Stanford University,None,Yes,Media,24
Wang Fuji,Educated,Bachelor’s,2003.0,Harvard University,Law,Yes,Media,40
Wang Shumin,Educated,Master’s,1992.0,No Formal University,Computer Science,Yes,Telecom,40
Wu Li-gann,Self-Taught,None,,No Formal University,None,Yes,Real Estate,25
Xiong Haitao,Educated,Bachelor’s,1980.0,No Formal University,Engineering,Yes,Real Estate,24
Xu Guifen & family,Educated,PhD,1960.0,University of Tokyo,Law,No,Manufacturing,30
Yao Liangbo,Educated,Master’s,1970.0,Harvard University,Engineering,Yes,Tech,43
Yu Xuefeng,Dropout,None,,No Formal University,None,No,Retail,43
Zhang Chuanwei & family,Self-Taught,None,,No Formal University,None,Yes,Tech,31
Zhang Xi,Educated,Master’s,1986.0,University of Oxford,Economics,No,Manufacturing,27
Zhao Dongping,Educated,Bachelor’s,1994.0,University of Oxford,Engineering,Yes,Retail,30
Zhou Minghua,Self-Taught,None,,No Formal University,None,Yes,Retail,29
Zhou Ruxin,Educated,Master’s,2009.0,MIT,History,Yes,Media,23
Wen Zhou & family,Dropout,None,,No Formal University,None,Yes,Real Estate,45
Danna Azrieli,Educated,Bachelor’s,1992.0,No Formal University,Economics,No,Telecom,34
Naomi Azrieli,Self-Taught,None,,No Formal University,None,No,Telecom,29
Sharon Azrieli,Dropout,None,,No Formal University,None,No,Telecom,38
Houshan Bai,Educated,Master’s,1963.0,Harvard University,Law,No,Media,40
Lloyd Blankfein,Self-Taught,None,,No Formal University,None,Yes,Media,42
Cao Jianwei,Educated,Bachelor’s,1972.0,University of Oxford,None,Yes,Tech,37
Jiancheng Chen,Educated,Master’s,1969.0,University of Oxford,History,No,Tech,36
Yuantai Chen,Self-Taught,None,,No Formal University,None,Yes,Tech,38
Cheng Antares,Dropout,None,,No Formal University,None,Yes,Manufacturing,42
Ron Corio,Self-Taught,None,,No Formal University,None,Yes,Real Estate,27
Trudy Shan Dai,Educated,Master’s,1998.0,University of Oxford,Computer Science,Yes,Telecom,31
Feng Yuxia,Self-Taught,None,,No Formal University,None,No,Media,22
Richard Fortin,Dropout,None,,No Formal University,None,Yes,Real Estate,26
Xingjiang Gao,Educated,Master’s,1981.0,University of Tokyo,Engineering,No,Telecom,30
Rahul Gautam,Educated,Bachelor’s,1960.0,University of Oxford,Computer Science,Yes,Telecom,41
Simona Giorgetta,Self-Taught,None,,No Formal University,None,No,Media,25
Guo Jianqiang,Educated,Bachelor’s,1985.0,Stanford University,Economics,Yes,Manufacturing,26
Ho Kuang-chi,Self-Taught,None,,No Formal University,None,Yes,Manufacturing,25
Huang Qiaolong & family,Educated,Master’s,2011.0,Stanford University,Law,Yes,Telecom,30
Jin Lei & family,Educated,Bachelor’s,2011.0,University of Tokyo,Law,Yes,Telecom,30
Kim Chang-soo,Educated,Master’s,2012.0,University of Oxford,Economics,Yes,Finance,22
Alexander Knauf,Dropout,None,,No Formal University,None,No,Media,43
Martin Knauf,Self-Taught,None,,No Formal University,None,Yes,Retail,27
Robert Knauf,Dropout,None,,No Formal University,None,No,Finance,35
Eduard Kucera,Educated,Master’s,1969.0,Stanford University,Law,No,Finance,22
Lai Baosheng,Educated,PhD,1996.0,University of Oxford,Law,Yes,Finance,41
Lai Guogui & family,Educated,Master’s,1960.0,Stanford University,None,No,Finance,34
Li Qiong,Educated,PhD,2004.0,MIT,Economics,No,Retail,29
Li Wenmei & family,Dropout,None,,No Formal University,None,No,Retail,38
Liu Shenghui,Dropout,None,,No Formal University,None,No,Media,33
Lou Boliang,Dropout,None,,No Formal University,None,No,Telecom,22
Carsten Maschmeyer,Self-Taught,None,,No Formal University,None,No,Media,44
Bruce Mathieson,Educated,PhD,1992.0,University of Tokyo,Engineering,Yes,Retail,44
John McConnell & family,Educated,PhD,1975.0,University of Tokyo,Business,No,Telecom,34
